USER_ID,LOGIN_TIMESTAMP,SESSION_ID,SESSION_SCORE
4179,2025-01-11 18:48:21,session_170,28.406313720751797
9905,2024-06-28 20:47:49,session_171,83.42766815828287
6200,2024-07-14 06:06:49,session_172,62.646880388058456
1614,2024-02-08 07:15:55,session_173,80.57968503467488
337,2024-04-03 20:52:53,session_174,61.138875532776005
9764,2024-05-23 23:48:21,session_175,30.975152053522937
6459,2024-07-18 12:07:11,session_176,84.47054377913751
2468,2025-01-17 10:39:36,session_177,86.58695751328099
3437,2025-02-17 20:04:48,session_178,89.41477366857006
6137,2024-09-22 17:02:25,session_179,31.554473476216938
687,2024-03-13 05:01:25,session_180,68.15273715204982
3480,2025-01-24 17:31:47,session_181,92.04769119048815
3630,2024-09-03 02:37:17,session_182,63.50084364548958
7964,2024-08-04 21:27:29,session_183,60.261769034454026
9212,2024-07-23 14:18:40,session_184,29.690066765470934
5323,2024-11-12 20:32:30,session_185,55.53292130145701
3331,2024-01-06 20:04:36,session_186,41.65830045113745
5682,2024-10-14 19:37:49,session_187,66.42678880342834
7906,2024-02-23 00:44:51,session_188,90.89459350920023
9537,2024-11-05 14:21:25,session_189,45.1411430074446
896,2024-11-17 13:44:11,session_190,11.4985038126582
6219,2024-08-26 09:49:53,session_191,51.111631969792896
6808,2024-05-30 10:20:33,session_192,57.774022943270744
3433,2024-03-13 08:10:14,session_193,63.503636117936836
4613,2024-09-17 04:52:31,session_194,21.09542139512056
5802,2024-02-11 05:09:09,session_195,95.0563555657688
1646,2024-10-18 22:37:09,session_196,16.163286235340667
6277,2024-05-30 11:56:16,session_197,11.796064271827278
3509,2024-03-04 13:32:43,session_198,74.96014923481866
9235,2025-01-28 11:24:10,session_199,30.49188227247751
4906,2024-06-12 23:52:22,session_200,37.4639270777552
2601,2024-08-25 10:18:09,session_201,89.66666601350569
1497,2024-01-11 22:25:48,session_202,65.24270260644828
4732,2024-02-25 03:48:52,session_203,9.862092816123836
6591,2024-01-12 09:26:05,session_204,99.46967518716556
7259,2024-12-06 02:31:08,session_205,55.80527860405453
9823,2024-04-17 19:16:32,session_206,37.23133176717579
3447,2024-08-13 15:13:35,session_207,52.734038674288854
1517,2024-11-17 00:54:21,session_208,77.1994770516032
5842,2024-02-23 06:28:37,session_209,79.98591073636344
5999,2025-01-14 04:02:46,session_210,6.442265553168758
9573,2024-04-07 02:15:28,session_211,29.274343047824168
7887,2024-05-16 14:31:46,session_212,75.7339878055021
1658,2024-09-16 10:16:39,session_213,36.57541006887608
6049,2024-02-11 10:44:21,session_214,40.22698297515729
355,2024-12-02 13:08:01,session_215,30.973585562652172
7011,2024-11-07 17:23:56,session_216,39.191719969754224
4094,2025-01-30 18:12:08,session_217,28.671792694322452
4785,2024-09-26 11:48:59,session_218,36.88749384220069
8850,2024-12-12 10:04:49,session_219,53.293954819476895
3183,2024-10-27 15:03:06,session_220,60.00749429200531
5496,2024-06-07 06:45:58,session_221,29.92231450194981
2812,2024-02-28 00:52:17,session_222,72.5750631091451
3018,2024-01-13 19:46:14,session_223,17.74616193932934
2438,2024-05-21 02:33:44,session_224,73.45996624787618
2064,2024-11-14 13:21:15,session_225,75.20130996437709
2521,2024-04-23 08:08:03,session_226,75.39857877057129
2601,2024-03-01 13:38:44,session_227,15.225623722216275
7137,2024-01-21 01:38:11,session_228,2.4889851268735885
3423,2024-05-19 09:36:58,session_229,56.50266323999487
4557,2024-06-28 06:08:19,session_230,13.82986603859223
5120,2024-06-12 21:32:25,session_231,62.308192193766324
3705,2024-04-26 12:15:34,session_232,17.77115086386504
2022,2024-07-07 06:25:37,session_233,16.892748019754002
4913,2025-01-31 07:15:06,session_234,54.00170093170512
7333,2025-03-01 19:25:28,session_235,81.6825416381357
1527,2024-11-09 17:57:32,session_236,8.133138334342894
1877,2024-05-07 21:02:03,session_237,92.41789404610986
1843,2025-02-24 07:54:45,session_238,12.447543920545801
2693,2024-06-15 00:16:21,session_239,17.475942609415142
9137,2024-05-31 15:47:37,session_240,1.3444752062074738
1757,2024-11-05 00:44:57,session_241,53.705760441667024
4444,2024-05-28 15:06:37,session_242,73.27947014844898
4524,2024-08-26 00:44:49,session_243,41.250947723177845
4751,2024-03-15 08:41:20,session_244,0.4333707479701632
6119,2024-05-27 14:48:38,session_245,67.11169393168419
7485,2024-10-23 23:23:59,session_246,35.05429102574752
3385,2024-02-15 00:04:51,session_247,71.92843233289801
1632,2024-09-26 22:05:00,session_248,96.09340887912161
826,2024-04-01 03:36:37,session_249,86.61102614175759
7540,2024-11-24 15:36:14,session_250,6.367578663029438
5126,2025-02-14 05:23:44,session_251,84.59124048138465
3343,2025-02-07 22:40:09,session_252,30.19651625238222
1972,2025-01-24 05:45:19,session_253,6.330828943788569
453,2024-08-24 13:35:36,session_254,57.26758733721342
4400,2024-07-12 10:22:25,session_255,88.64711158480021
7768,2024-05-09 10:13:00,session_256,47.8994479992084
7344,2024-08-03 13:24:01,session_257,83.4171866989699
2449,2024-11-12 03:09:40,session_258,97.1693681984612
6811,2024-02-08 18:52:14,session_259,32.8891587034673
8205,2024-03-30 02:30:54,session_260,80.07836686819886
9724,2024-02-22 16:38:00,session_261,49.88389171374351
5726,2025-01-26 01:56:04,session_262,24.23329485681318
8656,2024-11-25 13:28:43,session_263,34.00120895212788
1090,2024-12-21 17:55:22,session_264,40.480344762078445
6446,2024-01-08 08:48:40,session_265,19.041317367510658
4545,2024-05-12 20:58:17,session_266,19.291084223210696
8841,2024-09-12 13:30:56,session_267,0.40339474062363045
8838,2024-12-10 00:00:57,session_268,91.41716184787066
8643,2024-07-16 10:04:13,session_269,27.67881928666864
7002,2024-04-29 06:19:13,session_270,53.344450811070956
8483,2025-01-25 22:44:17,session_271,33.42284107006112
1767,2024-11-05 03:21:06,session_272,5.522722167631155
1462,2024-01-27 11:05:43,session_273,69.15167195978022
9219,2024-08-11 02:57:54,session_274,43.83763707045018
9630,2024-06-13 01:25:38,session_275,28.186881646125105
4510,2024-06-19 08:33:33,session_276,16.229407629733295
1790,2024-08-25 07:29:11,session_277,94.90421917045737
9666,2024-12-03 23:35:59,session_278,40.195546937486604
8668,2024-03-01 13:25:53,session_279,33.42304504879766
7553,2024-10-10 13:41:12,session_280,34.87955537195586
3916,2024-05-23 20:43:18,session_281,83.79884898724829
146,2025-01-20 06:00:50,session_282,65.4180481981254
3670,2025-01-18 20:30:29,session_283,97.03414868094782
911,2024-06-23 01:45:07,session_284,63.52340900254359
4279,2024-04-05 14:37:48,session_285,41.88799912774782
3093,2024-07-07 22:54:19,session_286,54.9714474498965
5758,2024-11-10 00:42:20,session_287,54.86469693828507
1123,2025-01-05 16:27:54,session_288,92.1681510230464
1100,2024-09-27 19:19:23,session_289,24.38555812989702
4594,2024-10-18 22:50:09,session_290,46.81822002499153
7042,2025-03-05 22:50:51,session_291,84.74492003192583
662,2024-01-01 21:32:52,session_292,64.82716669508673
8262,2025-02-02 20:04:31,session_293,97.23277587850646
2743,2025-02-12 17:03:34,session_294,22.319178501928782
1029,2024-08-25 20:26:35,session_295,56.20389315329389
299,2024-03-26 10:33:27,session_296,32.92185005524099
7979,2024-10-09 20:26:48,session_297,57.598827665276445
9028,2024-03-10 20:12:54,session_298,28.99283530399124
1223,2024-01-20 15:48:37,session_299,95.91769947248045
3413,2024-12-12 17:57:02,session_300,76.54584520572386
6914,2024-11-14 11:25:33,session_301,57.847433938649765
8378,2024-03-23 08:16:03,session_302,96.3427628773088
7318,2025-01-24 01:49:59,session_303,20.83927394343652
4766,2024-12-06 01:13:50,session_304,4.633057221763515
7312,2024-03-15 13:17:17,session_305,70.56071593454162
2618,2024-04-06 17:29:51,session_306,70.14451275676853
6583,2024-01-08 01:08:04,session_307,5.455993972235995
5953,2024-11-18 08:30:10,session_308,54.19256731438351
7491,2024-05-30 21:10:55,session_309,37.352733207108834
6827,2025-02-20 09:55:11,session_310,58.66920527306667
8762,2024-01-14 17:50:30,session_311,56.9307537400241
7405,2024-06-16 07:26:12,session_312,78.37163150044107
8667,2024-12-10 23:36:55,session_313,33.46176829334703
5654,2024-06-22 02:05:28,session_314,72.69491622617511
2056,2024-12-12 05:42:42,session_315,47.33057653071291
6402,2024-04-01 23:41:11,session_316,62.26975620080991
8907,2025-01-22 01:18:14,session_317,53.82203095338678
3325,2024-07-08 06:10:17,session_318,30.325026336395034
7683,2024-04-06 21:50:24,session_319,32.687698585317726
5408,2024-09-29 11:35:40,session_320,98.74895861021344
3036,2024-03-24 22:48:43,session_321,92.42233843841493
3421,2024-01-11 18:49:29,session_322,35.54024016297718
2106,2024-05-06 18:27:10,session_323,48.48589604417371
1467,2024-11-09 13:47:08,session_324,40.41561639613469
5164,2025-03-04 02:07:25,session_325,78.79804530504964
526,2024-12-02 03:46:47,session_326,76.08785860073999
1814,2024-10-20 13:51:18,session_327,47.51481267151101
3977,2024-05-25 00:54:29,session_328,96.03360133452917
8019,2024-10-10 19:51:25,session_329,99.13704127925926
5404,2024-10-06 00:57:54,session_330,98.20898192441938
5733,2024-06-21 07:05:45,session_331,69.01141336323707
3987,2024-01-21 12:33:39,session_332,12.208555545588817
3426,2024-03-25 00:08:03,session_333,83.28165540753709
3094,2024-09-06 01:56:03,session_334,10.357134749598917
471,2025-01-29 05:07:27,session_335,61.46764846809927
8083,2024-12-07 22:54:22,session_336,76.29087312667572
5588,2024-08-28 06:20:35,session_337,75.58304107434004
6106,2024-07-02 01:54:11,session_338,30.194803938425963
8647,2024-09-01 11:01:18,session_339,67.43766514114213
328,2024-01-31 05:52:50,session_340,29.132633526120177
259,2024-07-12 13:16:06,session_341,34.61240294176792
5943,2024-08-24 04:50:01,session_342,89.75727860243506
4198,2024-05-22 06:43:38,session_343,30.089622646231497
1011,2025-02-15 10:04:27,session_344,8.520514217725117
4463,2025-01-25 16:34:00,session_345,0.3588943260827482
9161,2025-03-04 14:23:05,session_346,65.05717889337426
7366,2025-02-15 20:26:29,session_347,9.374406480453734
2955,2024-02-26 06:53:06,session_348,44.89270310058706
8264,2024-07-01 12:05:06,session_349,57.900648280193465
1805,2024-05-01 13:00:22,session_350,16.498966431579376
5025,2024-05-23 08:02:26,session_351,66.08843743431649
7969,2024-07-12 16:47:48,session_352,45.381128432672746
1610,2024-03-24 07:13:42,session_353,27.144075495496235
7363,2024-05-04 05:36:39,session_354,1.6139067450158473
9468,2024-06-03 22:25:29,session_355,21.79738362586233
3448,2024-12-16 08:06:53,session_356,9.399551269569862
7501,2024-07-24 13:19:18,session_357,80.42481662506194
195,2024-12-17 02:55:39,session_358,25.159107517911174
6282,2024-04-29 16:54:29,session_359,1.7888270135902995
6173,2024-03-19 23:33:16,session_360,83.04675360732507
345,2025-01-10 20:36:58,session_361,8.834818922213772
8011,2024-06-17 23:23:46,session_362,40.263758277910675
9479,2024-08-06 06:57:55,session_363,65.43072244952289
3510,2024-02-01 09:20:03,session_364,68.57071894533007
3823,2024-03-23 04:00:37,session_365,30.002655286769762
1204,2024-11-04 19:08:18,session_366,74.16958217458348
90,2024-06-03 02:20:34,session_367,4.907015224166011
1121,2024-11-28 17:47:41,session_368,5.927828158045012
6253,2024-10-05 12:53:43,session_369,98.21617066499549
136,2024-06-27 16:46:26,session_370,44.833203822229095
288,2024-03-23 22:57:03,session_371,73.70939537866386
5829,2025-02-11 09:29:46,session_372,39.51965095605837
4243,2024-05-18 07:22:57,session_373,42.832677043007315
3549,2024-01-10 20:06:58,session_374,74.2537373751963
4729,2024-12-18 08:32:07,session_375,14.457131567164739
901,2025-02-11 16:33:37,session_376,39.59121985961721
2130,2025-02-24 13:09:38,session_377,50.972950639491366
4849,2024-12-02 20:50:49,session_378,90.015307527158
360,2024-04-07 05:33:10,session_379,97.34418267119761
3276,2024-11-28 07:01:16,session_380,80.9238427979748
884,2024-09-09 01:39:42,session_381,66.65593254327324
3821,2025-01-22 07:16:04,session_382,85.06590362698432
4832,2024-12-19 00:35:15,session_383,15.554388650656515
5579,2024-05-04 16:37:33,session_384,46.73310200764104
7304,2024-07-27 21:23:29,session_385,82.66321853076147
5900,2025-02-21 19:33:24,session_386,81.34997812745343
7542,2024-12-10 08:18:50,session_387,93.27688548937013
7746,2024-12-13 13:02:48,session_388,6.5049583692760375
641,2024-04-09 18:34:45,session_389,80.59844040095011
4785,2024-01-08 22:59:00,session_390,90.2206883477255
7444,2024-05-30 01:36:29,session_391,28.0953982611415
9879,2024-12-16 09:00:09,session_392,73.83490459118615
598,2025-01-23 02:34:00,session_393,51.24748490196872
1563,2025-01-21 20:52:36,session_394,5.7665656408737
3254,2024-04-01 05:15:51,session_395,26.31608800053976
544,2024-03-12 09:22:34,session_396,98.30408989187532
4744,2024-08-20 05:15:55,session_397,10.761271081281498
6873,2024-11-04 18:57:05,session_398,35.05700915861022
2552,2024-04-22 22:53:48,session_399,41.51179039684262
4580,2024-11-08 08:40:35,session_400,13.915684726881528
4171,2024-11-20 14:02:44,session_401,7.217248554169231
8303,2024-07-08 12:15:56,session_402,99.48124078751657
3438,2025-02-20 13:43:25,session_403,77.8946904731191
3780,2024-03-28 18:08:32,session_404,8.083238065890297
2876,2024-05-20 10:53:45,session_405,66.75339519722782
2059,2024-09-02 21:20:02,session_406,45.28843022601387
5459,2024-01-08 04:19:49,session_407,7.453779819120154
6031,2024-04-27 07:11:13,session_408,90.99912327621286
671,2024-07-24 14:22:28,session_409,32.481053466912655
4493,2024-08-25 14:03:23,session_410,2.335796590470318
656,2024-12-27 16:03:05,session_411,67.52762967765291
5735,2024-04-02 03:12:01,session_412,92.23999073259368
3819,2024-09-04 06:03:33,session_413,78.01530731640685
5267,2024-11-11 05:48:18,session_414,29.409952920984807
9650,2024-06-09 07:51:17,session_415,11.759506788250086
2358,2024-09-07 16:05:53,session_416,8.789520883412006
6917,2024-05-26 13:46:37,session_417,30.396749977101912
4530,2024-11-15 16:30:19,session_418,44.27417213046406
1818,2024-02-24 05:05:37,session_419,70.90215920221728
4434,2024-05-02 20:48:40,session_420,98.72542262013445
5157,2024-03-26 13:30:23,session_421,14.846557588343924
4068,2024-07-17 05:24:55,session_422,39.747609056278336
9405,2024-10-31 05:40:53,session_423,48.85505963324198
90,2024-03-02 11:54:56,session_424,55.420542781849555
4155,2025-02-24 22:17:48,session_425,95.26729920449077
9673,2024-02-27 01:51:31,session_426,17.488924404664264
4674,2024-07-12 00:35:26,session_427,89.10415134183229
3222,2025-02-11 19:01:45,session_428,25.615094306214747
8493,2024-07-25 23:23:34,session_429,22.9676803621635
9643,2024-12-09 02:14:31,session_430,28.77426560395793
3516,2024-02-13 01:53:47,session_431,62.56991715358782
6700,2025-03-05 04:54:53,session_432,22.401663005938122
4408,2025-02-19 19:58:13,session_433,88.87158444533303
8463,2024-03-31 15:20:06,session_434,75.50888114547446
7853,2024-09-16 21:59:13,session_435,58.84555447894392
2118,2024-12-21 06:39:31,session_436,99.56277810283012
6268,2024-06-21 23:29:31,session_437,48.27588329004415
2165,2024-03-10 20:34:54,session_438,57.98449630169247
2143,2024-03-12 10:02:53,session_439,63.58758711410801
4335,2024-03-13 06:22:02,session_440,9.96190594849521
3682,2024-12-31 11:35:41,session_441,23.836080608369116
3855,2024-06-02 20:30:34,session_442,96.1564749962435
1394,2024-07-20 14:44:37,session_443,9.516127877554103
3080,2024-03-27 01:47:20,session_444,71.92716228252942
3760,2024-10-21 00:18:24,session_445,75.88956289718769
7041,2024-01-18 04:45:36,session_446,58.879986324327795
2174,2025-02-15 21:48:36,session_447,34.60777241363273
6149,2025-01-26 01:11:59,session_448,11.589040061029754
1671,2024-01-16 21:29:38,session_449,94.68577156308073
5346,2024-09-16 07:16:15,session_450,24.678684359901304
4109,2024-04-22 16:19:50,session_451,39.93059139937174
4073,2024-08-19 10:48:16,session_452,12.934404680672573
8499,2024-09-17 10:37:54,session_453,73.89197829429102
2904,2024-08-05 20:13:44,session_454,36.791382248923746
62,2024-06-23 04:20:08,session_455,34.87013943596897
3433,2024-11-12 11:35:32,session_456,76.55269982203592
2975,2025-01-20 15:33:58,session_457,73.83047129217347
6310,2024-12-10 08:21:08,session_458,4.215743308848918
585,2024-11-03 16:43:34,session_459,11.97976611194398
7283,2025-01-05 01:13:26,session_460,52.95874882754128
5105,2024-04-04 11:04:30,session_461,86.66475019233316
1362,2024-07-17 00:11:40,session_462,97.77071000681038
7243,2024-05-15 06:47:27,session_463,23.402684513148543
5820,2024-06-06 11:39:20,session_464,43.96372884864519
3460,2024-08-13 00:50:08,session_465,16.930561613357586
5446,2024-03-24 16:10:45,session_466,0.2622143873735494
9001,2024-02-20 14:10:12,session_467,49.09964950010431
5648,2024-07-30 21:28:37,session_468,15.708439134661523
503,2024-03-30 08:37:44,session_469,83.45558296935452
9193,2024-03-27 18:01:26,session_470,38.43499220075489
4855,2025-01-17 17:47:30,session_471,52.49541660509145
7786,2024-05-11 16:46:18,session_472,50.63009695298175
2799,2024-11-03 05:46:37,session_473,53.32975361810796
1269,2024-02-29 21:30:38,session_474,62.92202644031429
8418,2024-01-04 03:27:45,session_475,71.28114192337395
774,2024-02-06 16:37:10,session_476,75.7656435881744
6802,2024-02-13 23:10:51,session_477,86.27071728932002
275,2025-02-20 13:50:56,session_478,96.54434624201771
7401,2024-05-08 09:40:38,session_479,12.442151865078255
1830,2024-06-05 19:52:25,session_480,39.75241638123384
7081,2024-01-15 23:50:22,session_481,79.48981474502493
7501,2024-09-27 04:17:00,session_482,97.8404807041769
2747,2025-02-24 03:12:42,session_483,5.974361962977759
9881,2024-12-22 03:43:17,session_484,24.8726092444307
7425,2024-11-17 21:25:59,session_485,22.804952046949477
5257,2024-10-10 01:18:16,session_486,55.67295661243564
7723,2024-06-04 18:52:00,session_487,19.774167286516487
2574,2024-12-07 14:02:07,session_488,3.4678949220152577
4657,2024-11-12 07:06:43,session_489,23.051925596257327
7247,2024-09-25 03:39:04,session_490,92.54462549502466
4196,2024-05-15 10:27:31,session_491,45.18883611638239
5721,2024-09-29 16:21:36,session_492,77.4508439243933
4528,2024-10-07 23:53:52,session_493,91.77042158293517
5820,2024-07-03 10:58:07,session_494,1.7582343970100833
9273,2024-02-02 04:47:02,session_495,88.52540366093133
3204,2024-03-31 07:14:27,session_496,94.7172297876815
5642,2024-04-04 01:22:58,session_497,88.55190892385485
707,2025-01-18 06:28:17,session_498,46.63080051135458
